rainfall_mm_24h,soil_moisture_pct,slope_deg,temperature_c,landslide_occurred
111.4,41.8,22.1,30.3,0
112.2,42.5,20.8,13.6,0
101.6,59.9,10.9,19.8,0
98.6,37.3,59.3,23.8,1
42.4,36.0,15.4,20.5,0
44.3,33.4,39.5,26.9,0
26.8,37.5,4.4,29.2,0
155.5,69.1,5.9,22.9,1
257.8,84.1,43.6,28.3,1
400.0,99.6,38.8,14.4,1
90.8,39.9,41.4,19.1,0
98.8,44.5,15.4,34.4,0
68.6,40.6,59.1,31.7,1
89.8,33.6,34.4,12.3,0
33.6,42.1,58.2,19.9,0
67.5,37.0,11.5,20.8,0
38.3,18.5,25.5,22.5,0
60.7,29.7,21.5,27.6,0
41.3,53.5,45.8,31.0,0
111.5,55.8,45.4,20.2,1
121.6,63.0,30.2,26.7,1
96.6,31.6,2.9,23.9,0
44.5,22.8,12.2,19.9,0
25.0,18.1,4.9,9.8,0
122.5,52.8,51.1,26.1,0
77.3,37.2,18.8,23.6,0
12.2,17.2,8.8,22.3,1
85.8,37.1,22.5,14.1,0
99.3,35.3,6.5,31.8,0
17.3,22.2,58.8,20.9,0
112.8,61.6,20.3,13.2,0
20.3,6.9,56.1,12.2,0
40.3,34.2,41.6,24.1,0
20.4,41.7,34.8,24.2,0
36.7,27.0,29.6,17.2,0
25.2,20.0,41.9,22.8,0
154.8,69.8,41.8,24.0,0
63.6,24.1,2.6,20.8,0
53.2,33.0,54.7,15.8,0
164.9,48.8,23.3,25.8,0
159.2,37.4,22.5,25.0,0
56.8,32.4,25.6,23.4,0
95.2,28.6,41.7,15.0,1
47.4,31.7,23.8,12.0,0
71.5,51.3,23.7,20.5,0
29.8,49.7,5.7,25.6,0
105.5,47.5,26.2,26.2,1
169.4,74.6,10.7,23.5,0
149.6,62.2,51.6,17.3,1
80.1,35.4,21.4,15.2,1
10.8,5.0,57.7,19.9,0
45.6,50.9,41.7,20.0,0
71.4,25.3,45.9,26.6,0
22.0,42.1,57.0,17.1,0
18.3,31.0,15.9,17.6,0
201.4,58.6,34.9,32.3,1
137.7,58.2,4.4,29.3,0
111.4,73.4,7.8,14.7,0
126.8,70.1,23.3,28.8,0
26.0,20.4,41.6,13.3,1
35.6,20.3,50.2,17.4,0
91.0,44.0,16.9,18.1,0
96.3,42.1,45.4,19.5,1
20.7,39.6,15.0,23.7,0
86.3,50.5,2.4,20.6,0
72.4,17.8,5.2,23.7,0
146.3,62.1,36.0,17.6,1
96.7,42.0,30.8,22.2,0
216.8,74.7,17.7,20.5,0
57.1,37.3,2.4,11.7,0
27.8,41.3,34.9,22.9,0
213.0,85.0,49.4,20.6,1
100.4,36.1,6.0,15.7,1
72.8,37.5,44.7,17.5,0
36.8,23.8,38.8,17.6,0
57.6,14.2,29.8,18.5,0
55.2,32.5,4.8,30.6,0
26.6,48.8,55.6,32.5,0
7.1,5.0,29.7,3.6,0
54.1,33.2,25.2,22.9,0
129.1,51.6,52.0,25.7,1
179.2,68.2,51.0,18.7,1
150.2,46.0,44.2,25.6,1
156.2,42.0,50.1,29.9,1
29.7,10.9,9.2,11.8,0
92.3,59.0,46.1,20.8,1
112.0,36.2,21.0,31.7,0
117.1,43.3,52.3,12.6,0
71.5,63.1,23.5,19.3,0
84.2,32.2,5.1,17.3,0
147.2,60.9,26.0,26.3,0
109.1,60.1,45.9,27.1,1
123.8,63.1,31.1,21.0,1
52.1,17.0,46.3,20.2,0
119.3,41.3,4.0,9.7,0
83.3,44.5,12.3,28.5,0
137.2,77.4,34.7,17.9,1
42.4,21.5,24.3,19.1,0
129.5,46.5,41.5,25.8,1
58.2,39.6,57.8,21.2,0
130.0,59.9,40.3,26.0,0
92.7,51.3,26.2,23.6,1
78.8,29.5,33.5,21.2,0
60.8,28.8,54.9,21.9,0
73.0,40.8,41.0,13.3,1
54.2,48.7,48.6,19.1,1
59.8,32.1,19.5,26.5,0
107.1,46.5,45.2,14.6,1
14.6,11.3,10.1,15.7,0
128.7,74.5,45.5,14.7,1
130.2,54.4,53.1,20.9,1
62.3,48.5,54.2,28.4,1
85.8,41.8,8.8,23.3,0
33.3,29.4,50.1,6.9,0
102.2,27.5,8.4,23.9,0
37.3,5.0,29.7,17.3,0
2.1,35.5,41.6,23.1,0
174.6,64.6,30.1,19.1,1
30.0,30.0,21.7,14.8,0
71.8,23.0,41.7,19.6,0
88.2,31.2,40.3,17.4,1
106.9,59.5,35.8,21.8,1
76.8,60.1,32.6,14.7,0
94.0,36.1,42.9,13.3,1
61.1,43.3,25.4,24.4,0
17.8,26.7,6.0,26.7,0
74.5,37.2,33.2,23.5,0
117.5,71.6,44.0,16.1,0
31.7,22.5,19.4,15.6,0
88.9,57.1,10.2,15.9,1
245.6,86.0,54.9,25.3,1
70.8,37.5,52.1,15.0,0
73.6,54.9,37.9,25.3,0
16.2,27.5,47.6,23.8,0
28.3,25.9,58.2,27.4,0
37.6,46.0,35.0,26.4,0
114.3,63.6,16.2,23.3,0
33.8,42.9,39.1,11.2,0
100.6,5.0,55.0,23.7,1
40.7,35.5,42.0,20.7,1
16.9,26.8,3.5,17.8,0
124.2,50.6,55.2,28.2,0
55.7,41.2,45.7,19.1,0
107.5,50.0,25.3,16.8,0
16.3,32.2,59.3,26.7,0
6.1,18.3,43.9,17.6,1
82.8,58.7,49.9,16.5,1
27.4,36.2,56.7,13.2,1
81.9,47.0,4.3,15.1,0
83.2,46.7,46.9,15.6,1
75.5,52.8,24.4,23.7,0
155.4,71.1,52.4,13.9,1
99.4,43.5,53.0,8.9,1
245.4,93.2,50.1,21.8,1
56.9,36.3,47.2,16.2,1
22.5,48.6,48.1,19.9,1
43.2,44.0,19.2,27.7,0
59.7,27.4,25.6,20.4,0
259.2,100.0,8.7,29.1,1
78.8,14.5,50.2,19.6,1
159.3,67.5,39.5,26.0,1
53.1,24.9,37.5,16.7,0
47.9,54.6,16.3,20.6,0
15.5,26.9,37.7,14.4,0
253.7,73.9,28.4,15.1,1
196.0,65.8,59.7,18.7,1
89.6,33.8,52.1,12.0,0
62.5,32.0,32.5,21.0,0
81.1,36.3,48.9,18.2,0
21.6,16.4,11.5,21.4,0
107.3,50.1,7.9,12.1,1
185.3,71.0,38.6,24.2,0
191.6,55.9,44.2,30.2,1
16.3,5.0,5.1,28.9,0
158.3,63.3,13.7,31.4,0
21.8,31.8,33.2,20.3,0
6.7,30.4,5.6,17.9,0
162.4,67.2,26.6,22.9,0
49.6,51.3,30.0,18.6,0
147.1,68.7,55.5,9.6,1
138.1,86.7,20.3,24.9,0
126.1,88.7,11.8,18.6,1
80.3,19.0,2.4,11.2,0
24.3,5.0,9.1,17.0,0
59.8,34.9,45.6,18.7,1
193.7,74.5,27.8,20.1,1
149.7,56.5,13.5,20.1,0
62.3,44.0,56.1,28.2,1
61.7,32.2,47.7,12.3,0
118.3,41.3,8.6,19.1,0
84.8,34.7,17.6,14.7,0
65.0,33.8,51.3,27.5,1
111.4,58.0,42.2,16.6,1
108.8,41.3,56.8,17.9,1
44.2,27.6,6.4,26.3,0
97.7,51.3,47.0,27.9,1
104.0,43.6,6.4,28.8,0
75.7,52.3,21.5,10.1,0
40.2,19.0,45.5,22.9,1
58.3,20.9,43.2,21.6,0
33.2,32.0,2.1,19.7,0
99.6,49.8,13.7,20.4,1
16.4,13.7,47.2,27.7,1
207.2,87.9,9.3,26.2,0
179.4,88.0,20.9,25.4,1
105.8,38.9,12.7,21.2,0
143.7,73.8,8.5,33.6,0
137.1,25.7,50.5,17.6,1
85.8,54.4,5.6,10.3,0
66.4,26.3,33.1,18.4,0
60.6,46.9,42.2,20.3,1
212.3,61.5,5.3,27.8,1
38.9,28.9,38.7,16.9,0
39.6,20.2,21.4,22.9,1
152.5,55.6,50.3,11.1,1
142.8,77.6,48.3,26.5,1
63.4,34.5,48.0,20.4,1
114.1,73.8,25.1,18.3,0
124.9,46.6,49.7,32.8,1
23.1,43.7,38.5,26.4,0
187.3,47.3,24.0,13.8,0
124.9,47.8,6.7,19.3,0
107.3,40.4,5.9,36.4,0
125.6,69.8,16.6,31.9,0
98.1,46.8,19.4,25.5,0
72.4,13.0,55.8,8.9,0
86.3,25.9,60.0,28.0,1
21.0,13.1,10.3,16.2,0
268.9,98.4,56.7,27.9,1
71.5,47.5,43.0,15.7,0
265.9,82.9,30.9,22.9,1
87.4,35.3,57.4,16.2,1
47.5,40.5,43.4,17.8,1
183.7,52.4,36.4,23.7,0
104.2,51.5,14.2,12.1,0
333.0,100.0,16.2,34.2,1
46.5,28.3,54.9,13.8,0
188.9,72.0,14.5,13.5,1
195.6,70.1,3.9,23.8,1
132.3,59.0,17.4,27.8,1
196.7,53.2,29.9,18.1,0
72.8,45.6,24.2,13.6,0
38.7,42.0,56.3,14.5,0
51.2,36.6,26.3,13.8,0
83.0,48.0,53.6,21.8,0
137.0,52.9,36.5,19.6,1
41.2,41.0,32.4,22.6,1
60.6,35.9,11.3,22.2,0
44.1,17.3,17.7,24.9,1
154.2,68.4,52.3,17.5,1
264.5,66.5,47.2,15.6,1
33.0,31.7,28.0,20.9,0
117.9,44.9,54.7,19.7,0
167.6,56.5,49.5,21.5,1
67.8,39.0,8.5,15.7,0
22.2,17.0,37.1,23.9,0
182.5,71.8,48.3,12.9,1
20.8,25.9,48.9,17.4,0
219.2,67.4,7.3,26.8,0
43.3,46.9,15.0,13.2,0
17.8,26.9,26.0,26.3,0
54.4,41.2,16.6,11.5,0
78.0,56.5,8.3,10.5,0
90.9,59.5,38.5,11.0,0
125.0,58.2,31.4,20.7,0
97.1,40.6,11.0,24.4,0
250.4,65.4,36.0,27.8,1
75.3,41.3,5.6,27.3,0
100.9,58.4,24.2,25.2,0
94.8,48.0,48.0,15.0,0
15.5,5.0,53.6,15.0,0
27.5,37.3,16.2,24.7,0
83.2,52.0,51.9,28.5,0
109.9,43.9,53.7,13.8,1
9.4,34.2,37.2,27.8,0
258.0,92.0,59.0,8.5,1
116.4,40.9,16.3,22.3,0
79.7,55.2,6.0,19.4,0
112.6,32.9,50.9,18.8,0
51.9,32.3,30.5,20.2,0
91.7,41.0,22.1,14.9,0
102.7,35.8,5.2,22.7,0
184.0,69.6,5.7,20.4,1
70.1,53.3,7.3,25.6,0
21.4,40.3,12.7,29.5,0
37.8,38.1,58.3,20.8,0
65.8,16.1,18.3,15.1,0
23.9,9.9,49.4,13.2,0
34.2,30.5,3.1,30.2,0
38.2,29.1,20.7,29.4,0
62.3,29.6,54.6,25.3,0
115.3,71.7,12.7,20.4,0
60.0,36.3,18.5,24.9,0
120.9,56.7,49.9,27.8,1
79.8,51.8,9.0,16.3,0
35.3,29.5,5.1,20.2,0
103.9,77.1,58.0,13.4,0
92.5,31.8,25.5,19.2,0
123.2,43.5,40.2,29.3,0
141.4,44.0,9.4,26.5,0
187.9,85.7,14.8,20.8,1
118.1,59.1,28.7,3.8,0
90.3,36.0,41.2,16.1,1
123.6,40.5,19.0,20.6,0
55.3,50.4,53.3,18.7,0
51.9,37.3,47.3,20.2,0
205.3,88.2,34.0,21.5,1
50.7,32.0,28.6,16.8,0
39.0,35.9,37.9,20.0,1
118.0,53.1,44.4,19.1,1
55.7,26.4,9.8,15.8,0
140.4,53.4,51.5,31.1,1
178.6,50.4,30.4,17.1,1
44.0,36.9,56.2,6.5,1
128.2,61.2,57.4,30.7,1
49.7,44.3,3.8,14.9,0
66.9,44.7,24.3,25.4,0
100.5,43.6,32.5,15.9,0
52.0,51.6,33.3,23.4,0
94.0,54.2,49.7,19.7,1
71.3,54.5,10.2,26.0,0
142.6,73.1,38.1,18.7,1
142.8,54.2,56.7,16.1,1
52.3,37.7,59.8,21.5,0
102.2,54.8,2.6,17.7,0
157.9,45.7,58.4,8.4,1
33.7,14.9,9.1,16.4,0
70.9,22.1,33.1,37.2,0
99.0,43.4,16.3,9.1,0
32.4,24.1,37.2,21.4,1
57.4,17.1,4.1,18.5,0
233.4,80.1,15.8,31.0,1
50.6,31.5,19.4,13.3,0
55.3,48.0,55.1,20.6,0
117.1,73.4,35.9,24.1,0
28.9,32.7,43.1,18.9,1
72.1,29.7,41.2,15.4,0
39.4,37.6,24.8,19.9,0
93.9,43.6,2.8,18.1,0
2.5,17.7,8.2,18.1,0
84.6,30.8,28.6,25.6,0
101.0,39.7,56.6,22.4,0
58.6,32.5,16.4,23.3,0
61.6,45.1,42.5,22.0,1
53.0,39.4,49.9,25.8,0
71.4,59.8,54.6,27.8,0
207.1,79.9,19.0,18.3,1
145.6,61.5,56.0,24.9,1
71.4,34.2,37.3,12.2,1
57.5,21.9,31.5,6.5,0
136.4,47.3,47.1,31.0,0
89.5,34.0,15.8,18.0,0
31.7,5.0,49.1,21.5,0
65.1,24.2,39.7,12.6,0
192.6,87.4,48.4,12.4,1
113.9,52.9,51.6,15.7,1
58.0,30.0,37.8,23.9,0
19.9,29.8,4.1,16.9,0
93.5,19.9,19.3,18.0,1
80.1,43.4,52.9,15.5,1
69.7,52.7,38.4,27.0,0
137.4,52.9,53.6,25.2,1
114.8,27.4,24.3,17.1,0
20.6,20.2,31.3,24.1,1
80.4,55.5,52.0,18.5,0
26.1,29.6,46.2,18.0,1
53.7,16.4,23.9,19.7,0
24.3,54.5,3.3,23.9,0
25.1,11.2,53.1,14.6,0
102.0,42.6,47.6,23.0,1
94.8,31.3,28.1,35.0,0
76.0,26.6,33.7,21.1,0
50.0,27.1,13.9,20.2,0
22.5,33.3,25.9,19.5,0
53.9,49.0,11.5,22.9,0
95.1,39.2,14.2,10.3,0
93.6,31.3,51.1,30.2,0
190.0,73.2,23.0,25.9,1
172.1,69.1,49.3,16.1,1
78.3,42.5,29.5,20.2,0
53.4,36.7,6.1,16.7,0
40.2,28.7,23.0,21.8,0
19.2,26.0,11.2,20.4,0
28.8,25.0,42.2,21.4,0
95.2,56.7,54.9,13.8,1
120.4,76.9,46.3,17.1,1
62.4,37.7,47.1,26.9,1
325.8,100.0,52.0,16.8,1
29.1,30.3,47.0,4.1,0
17.3,16.4,35.0,19.1,0
322.1,100.0,43.4,34.5,1
21.5,30.7,26.1,25.1,0
61.7,30.4,6.1,16.5,0
43.2,41.6,42.9,19.7,1
100.4,45.3,43.9,24.1,0
58.1,22.9,15.0,9.5,0
120.7,54.4,57.3,14.9,1
139.4,57.7,5.0,22.4,1
19.0,36.3,44.7,29.6,0
39.1,39.8,58.2,17.4,0
128.0,50.7,19.9,29.4,0
158.7,54.0,54.9,15.5,0
87.8,42.0,49.9,-0.3,1
105.7,50.8,45.2,24.5,1
198.1,75.3,57.3,23.2,1
58.7,38.3,39.9,24.4,1
87.1,40.7,30.7,24.2,1
172.3,75.0,41.2,21.2,1
179.5,56.8,25.9,18.4,1
71.8,67.7,20.8,18.7,0
40.2,39.2,6.8,17.2,0
71.2,24.3,23.9,17.6,0
76.5,41.4,48.6,9.1,1
39.0,39.0,56.8,12.7,0
44.1,26.8,58.6,19.0,0
179.7,47.0,14.0,6.6,1
109.2,34.8,35.1,8.0,1
61.9,42.0,35.4,18.0,0
30.8,6.6,12.2,19.2,0
44.5,13.7,35.7,18.1,0
15.9,30.4,23.0,5.7,0
89.5,39.7,56.7,29.3,1
42.5,22.3,16.8,11.4,0
94.7,37.7,50.4,15.1,0
127.1,34.1,54.0,12.4,1
95.7,49.7,44.7,27.8,0
56.1,24.3,14.5,22.5,0
37.2,22.9,17.1,17.2,0
26.8,30.9,58.3,16.7,0
168.2,59.0,6.4,21.1,0
92.7,34.7,8.8,12.5,0
58.6,10.8,58.8,22.3,0
115.7,53.3,47.1,16.7,1
150.5,58.6,45.3,23.1,1
43.2,24.6,11.3,22.9,1
90.7,30.2,30.4,16.4,0
92.0,43.2,50.8,7.7,1
192.5,73.9,21.1,18.5,1
58.0,35.7,13.2,11.3,0
36.1,48.7,2.6,20.5,0
98.0,53.0,38.1,18.5,1
122.4,49.3,19.0,16.5,1
85.4,50.2,52.1,12.2,0
201.2,70.9,18.4,27.1,0
57.9,35.0,10.8,17.3,0
86.9,57.3,57.7,34.1,1
20.6,14.4,58.0,20.2,0
34.4,28.9,41.7,22.1,0
43.5,45.1,55.8,20.2,1
65.6,40.1,11.4,22.0,0
24.0,21.6,28.7,26.6,0
114.6,28.2,13.8,26.6,0
40.3,5.0,29.8,9.4,0
289.0,100.0,47.9,25.1,1
41.5,34.1,51.0,23.0,0
80.5,33.1,2.2,20.2,0
73.2,42.5,24.6,30.3,0
31.8,16.6,59.7,30.5,0
65.8,32.5,36.2,25.4,0
65.2,25.0,19.2,16.7,0
139.4,37.9,24.6,12.8,1
100.7,19.9,20.7,24.5,0
113.4,29.2,28.0,28.2,0
137.4,66.6,27.8,7.8,0
114.7,36.8,31.4,26.5,0
90.1,49.0,28.9,18.5,0
43.1,42.3,31.9,9.1,0
86.0,41.7,3.6,22.8,1
36.6,25.6,5.2,25.5,0
69.7,39.0,23.5,17.9,1
63.0,30.7,53.3,13.7,1
66.1,51.0,47.9,30.3,1
24.2,48.6,8.4,16.0,0
2.6,38.0,30.7,27.0,0
54.3,7.8,37.1,10.9,1
159.5,54.6,29.9,22.5,0
79.6,40.0,42.5,22.3,1
151.8,63.5,59.8,25.2,1
36.8,8.5,7.6,29.0,0
52.2,12.1,31.9,15.1,0
300.2,100.0,31.7,23.1,0
38.7,23.0,34.6,11.8,0
111.9,30.1,11.7,11.7,0
111.7,34.7,39.0,16.5,0
103.3,50.5,4.6,22.5,0
112.8,38.3,45.0,30.1,0
38.3,32.5,40.5,31.2,0
56.4,22.3,21.2,17.9,0
4.0,5.0,59.4,21.8,1
196.8,86.3,50.1,25.7,0
112.4,52.9,33.3,24.6,1
43.5,26.9,59.4,19.0,0
37.1,23.0,50.1,20.5,0
161.4,77.9,10.0,19.3,0
41.0,37.3,36.3,18.7,0
43.4,44.6,35.7,18.0,1
30.6,20.6,39.9,19.3,0
127.3,52.4,56.6,17.6,0
150.3,62.4,30.5,13.2,1
63.2,29.2,6.5,25.2,1
151.0,56.6,29.8,23.1,1
97.2,37.3,47.7,31.3,1
29.0,32.0,22.8,22.2,0
187.4,51.0,3.6,17.5,0
30.3,34.4,19.6,16.2,0
66.8,40.4,41.6,20.3,0
63.4,33.4,7.0,23.3,0
55.0,39.1,23.8,18.5,1
10.8,18.3,9.7,11.2,0
260.8,77.2,29.6,15.6,1
12.6,29.7,10.2,20.1,0
195.2,75.8,8.3,24.4,1
36.1,22.9,42.5,11.1,0
47.0,24.6,11.2,21.6,0
182.7,63.5,11.0,21.3,0
104.7,39.6,36.4,17.3,0
21.3,43.6,4.5,16.5,0
20.8,29.0,3.9,15.6,0
94.1,43.7,27.0,20.8,0
29.8,16.3,23.2,26.8,0
108.2,55.9,33.6,27.2,1
116.1,41.7,59.6,13.3,0
39.5,22.0,27.2,18.9,1
49.1,41.5,35.4,6.8,0
96.3,48.7,55.3,20.7,0
38.0,5.0,30.0,23.6,0
79.7,38.0,47.3,29.4,0
312.0,99.5,33.8,9.3,1
99.6,40.8,39.0,13.5,0
55.6,35.8,56.1,20.9,0
278.1,67.8,2.0,10.3,1
133.6,19.4,54.3,21.0,1
30.5,15.9,30.9,23.7,0
35.9,32.4,37.2,12.3,1
14.4,5.0,28.1,20.8,0
95.1,33.6,17.1,12.7,0
8.6,5.0,5.8,28.3,0
277.9,86.6,56.8,21.2,1
61.0,58.8,38.2,16.2,1
139.3,52.2,52.7,12.6,0
56.8,32.9,18.9,22.3,0
93.9,53.5,18.1,28.1,0
67.5,37.1,21.5,15.4,0
78.0,36.9,15.4,17.4,0
169.5,73.5,30.9,15.5,1
225.8,82.1,56.3,29.3,1
214.3,77.0,52.8,8.5,1
400.0,100.0,30.7,27.7,1
41.7,26.3,22.2,17.7,0
100.5,56.1,37.5,19.6,0
42.5,26.6,37.5,18.0,0
164.8,76.0,41.7,21.4,1
31.9,15.4,33.1,15.6,0
171.5,80.1,3.6,26.4,0
87.5,47.5,6.4,26.6,0
70.5,26.0,58.5,14.1,0
76.8,45.3,45.3,24.0,0
26.9,18.9,57.0,17.9,0
29.1,27.7,21.7,20.3,0
88.7,36.3,33.0,29.2,0
88.2,40.5,20.7,16.0,0
44.1,42.3,54.7,25.6,0
60.5,41.3,18.7,22.7,1
106.7,33.2,42.2,18.8,0
37.8,16.6,12.2,22.2,0
12.6,26.4,8.1,21.5,0
201.5,74.5,11.0,13.0,0
93.3,35.2,32.7,16.4,0
51.0,51.9,51.0,13.7,0
42.4,40.4,60.0,18.3,1
37.5,21.9,38.1,28.1,0
164.4,52.4,32.9,23.5,1
22.7,23.0,47.6,11.4,0
100.3,41.1,5.7,18.4,1
100.3,60.1,48.9,21.4,0
128.9,64.0,46.0,24.5,1
55.1,34.2,32.7,16.1,1
190.2,75.7,3.3,12.6,1
131.6,62.8,13.7,19.7,0
53.6,34.1,23.4,23.4,0
40.7,35.0,56.6,21.4,0
67.7,44.0,39.0,14.7,1
52.1,38.9,31.6,30.5,0
35.1,19.4,30.3,19.4,0
79.4,31.7,47.2,21.2,1
60.8,31.7,20.8,16.0,0
220.8,66.7,7.5,26.6,1
52.1,15.3,41.3,23.4,1
40.4,38.2,21.1,21.9,0
75.6,43.1,20.9,13.1,1
91.1,26.7,28.4,26.6,0
96.3,41.2,16.1,24.5,0
95.6,41.7,55.5,26.1,0
77.6,41.6,51.1,20.2,0
73.3,25.4,59.5,19.6,0
116.5,32.9,57.9,18.9,1
32.3,34.3,20.2,33.7,0
40.6,11.7,24.1,16.7,0
17.3,21.5,42.5,12.9,0
32.8,24.3,2.9,17.8,0
153.6,56.9,59.6,16.8,1
113.1,51.3,2.6,27.6,0
240.3,99.3,32.8,11.9,1
203.5,51.7,40.8,16.6,1
113.8,59.0,55.0,21.1,1
84.2,10.9,39.4,27.6,1
76.7,55.9,36.6,24.3,0
8.0,5.0,19.4,29.7,0
70.4,66.8,36.3,22.1,1
46.9,27.1,45.5,18.8,0
34.1,44.0,31.9,25.1,0
101.2,58.3,47.2,11.8,0
64.0,30.8,6.0,9.7,0
80.3,35.8,21.5,25.9,0
29.8,17.4,57.7,21.3,1
135.5,63.3,20.8,25.8,0
51.9,27.9,38.1,14.9,1
97.4,34.5,32.2,27.7,0
55.5,40.3,56.3,24.0,1
6.2,10.8,11.4,19.8,0
104.2,42.1,19.4,21.2,0
67.3,38.1,52.0,22.1,0
16.1,16.3,40.6,14.9,0
26.5,20.7,33.5,17.7,0
138.2,73.0,24.9,22.0,1
17.0,21.8,25.9,17.4,0
50.8,28.4,56.2,11.2,0
254.2,81.5,40.9,21.8,0
106.1,52.0,55.9,25.0,1
125.3,38.9,58.4,26.4,1
59.7,40.1,33.7,23.2,0
14.6,26.7,37.4,24.9,1
86.1,20.1,40.1,25.9,1
28.3,48.6,50.7,20.5,0
25.7,44.0,40.2,7.3,0
78.9,30.1,8.6,27.0,0
30.2,14.1,56.7,14.6,0
72.2,40.8,40.3,13.2,0
41.8,13.3,52.5,13.4,0
70.3,54.0,26.6,34.9,0
48.1,26.4,29.5,22.6,0
71.8,57.4,42.0,13.8,1
192.3,58.2,47.0,15.9,1
127.3,50.5,6.6,20.0,0
65.8,51.7,25.6,23.3,0
172.2,59.2,46.7,21.7,0
98.4,47.9,59.5,14.4,1
164.2,74.2,2.7,21.9,1
19.0,18.1,17.4,16.3,0
30.5,12.5,29.0,26.3,0
85.4,23.8,14.9,20.3,0
64.6,43.1,3.6,15.4,0
72.0,42.7,33.3,24.1,0
110.1,60.3,39.7,22.3,1
86.0,38.2,26.1,17.2,0
135.8,36.8,23.5,24.4,0
133.3,25.1,59.2,23.8,0
31.8,62.4,29.7,27.2,0
6.5,28.0,48.3,24.3,0
30.0,29.1,18.7,18.7,0
28.2,30.4,50.2,9.9,0
76.1,21.9,49.8,21.1,0
75.4,29.3,17.5,22.1,0
61.6,56.3,40.0,20.3,1
101.2,53.2,41.6,1.9,1
329.3,93.2,27.7,24.1,1
60.5,20.4,46.9,14.5,0
88.0,35.8,19.8,24.1,1
71.9,34.2,30.1,30.2,0
44.6,55.7,59.4,18.5,0
110.8,45.4,12.4,22.6,0
58.2,20.3,10.6,20.2,0
36.8,28.5,10.2,23.2,0
39.3,33.0,59.9,20.6,0
139.2,39.4,11.3,16.9,0
108.9,52.0,13.0,14.6,0
48.8,46.7,42.3,29.5,1
100.0,46.7,46.1,22.6,0
72.6,28.6,32.6,25.0,1
89.1,35.9,59.0,22.4,0
43.6,11.0,4.3,25.9,0
29.0,25.7,38.0,14.6,0
57.9,38.2,37.2,20.5,1
33.8,17.7,20.6,23.0,0
31.6,51.2,54.2,27.8,1
20.2,34.5,34.1,36.0,0
6.6,5.0,16.3,22.4,0
49.5,11.1,7.1,16.0,0
157.4,47.5,8.2,12.8,1
131.5,71.7,54.0,14.6,1
211.8,83.6,16.5,15.4,1
30.4,47.1,54.6,2.6,0
116.0,49.1,9.0,15.9,1
65.6,33.9,59.1,24.3,1
39.4,14.9,50.3,20.5,0
145.3,60.5,8.7,18.4,0
66.1,34.2,7.0,10.3,0
12.5,20.3,48.6,26.3,0
130.5,72.0,6.5,23.1,1
95.1,42.2,17.2,19.9,0
79.4,55.8,48.5,6.8,1
25.0,7.2,54.6,17.1,0
86.5,73.9,46.5,22.6,1
192.7,63.7,53.6,19.8,0
93.1,51.8,34.5,21.2,1
17.3,34.7,47.2,24.1,0
98.4,38.6,22.0,20.9,0
93.9,53.3,47.5,23.9,1
122.7,61.1,41.4,14.9,1
92.0,34.4,35.3,12.7,0
31.7,19.5,59.6,22.9,0
76.2,39.6,29.2,24.1,0
58.7,33.3,37.9,23.1,1
83.2,57.5,31.6,20.8,1
148.9,65.7,17.1,18.1,1
41.7,29.6,21.2,21.3,1
233.3,85.6,58.8,22.3,1
97.9,19.9,24.7,22.6,1
131.0,45.4,41.4,35.6,1
119.0,53.2,34.9,14.5,0
95.1,57.2,53.6,39.4,0
108.0,49.4,45.9,12.5,0
0.7,37.7,6.7,22.3,0
118.8,60.1,22.6,12.8,0
34.0,22.6,43.3,21.8,0
69.2,35.6,11.4,25.9,0
94.6,48.5,31.2,20.2,1
153.5,53.0,20.4,25.8,0
34.0,46.9,5.8,17.5,0
50.6,19.3,59.8,7.7,1
56.3,37.9,55.9,23.8,0
84.0,49.8,45.4,20.2,1
59.1,31.0,13.7,17.1,0
108.4,40.6,59.3,17.5,1
13.1,22.4,38.6,22.4,0
65.0,46.0,58.0,15.1,0
205.4,65.4,4.5,22.3,0
59.2,22.0,12.1,27.1,0
98.2,58.3,41.3,32.4,0
137.6,59.2,54.6,28.4,1
95.9,56.1,12.2,21.0,1
247.2,90.9,20.4,21.5,1
77.6,65.6,36.1,17.6,1
112.3,61.4,60.0,17.2,1
86.6,33.0,48.4,25.2,0
178.4,70.2,55.6,18.2,1
52.6,26.5,41.2,22.2,0
260.3,79.6,52.9,14.2,1
42.6,13.7,31.4,28.2,0
218.5,71.2,9.2,18.1,1
30.5,34.2,43.2,26.5,0
114.8,47.9,36.9,15.8,0
72.6,25.0,30.2,15.5,0
135.7,35.6,17.9,28.0,0
99.9,70.3,47.5,16.2,1
130.6,56.6,49.6,10.6,1
29.6,17.5,23.1,13.8,0
15.9,29.5,55.8,25.1,0
25.3,52.6,23.4,24.6,0
24.7,33.6,8.2,15.4,0
29.2,5.0,11.7,16.2,0
45.0,63.1,30.7,24.0,0
44.7,9.0,6.6,27.9,0
73.9,36.0,43.7,19.6,1
36.2,15.4,48.1,23.3,0
38.8,20.8,33.9,25.2,0
62.1,38.9,53.8,32.9,1
148.6,32.3,57.3,13.1,0
51.9,31.9,28.0,16.0,0
70.2,51.3,7.2,17.0,0
79.2,29.7,15.4,25.0,0
32.4,11.4,40.1,18.5,0
56.0,32.3,25.5,21.9,0
41.4,26.3,41.7,20.7,0
139.1,47.6,40.7,20.0,1
